Period Name,Position,Total Duration,Total Distance,Meterage Per Minute,HSD,VHSD,VHSD Relative,Sprint Distance,Velocity B7+ Total # Efforts (Gen 2) (Set 2),Maximum Velocity,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Deceleration B3 Distance (Gen 2),Max Acceleration,Max Deceleration,Acceleration Density,Total Acceleration Load,Running Imbalance,Total IMA,RHIE Total Bouts,Meta Energy (KJ/kg),HSD Per Minute,VHSD Per Minute,Sprint Distance Per Minute,RHIE Bouts Per Minute,Meta Energy (kj/kg) Per Minute,HI Accels Per Minute,VHI Accels Per Minute
75s - 1 min (2),Middles,0 days 00:01:00,280.151965,279.68582,57.635,0,36.025,0,0,6.63551,4,2,0,0.445,3.82606,-3.602785,0.5788,34.78598,-0.52441,0,1,1.35139,0.958985,0,0,0.01664,0.005375,0.06656,0
75s - 1 min (2),Outside Backs,0 days 00:01:00,283.2139167,282.74268,66.21666667,3.283333333,7.893333333,0,0,6.82056,4,2,0.666666667,0.33,4.173726667,-3.593026667,0.577016667,34.67856,0.102826667,0.333333333,1,1.380693333,1.101773333,0.05463,0,0.01664,0.00549,0.06656,0.011093333
75s - 1 min (2),Service,0 days 00:01:00,283.9660025,283.4935125,85.2625,4.2475,6.8775,0,0,6.83125,3.25,1.75,0.75,0.465,4.110255,-3.884435,0.580095,34.863665,1.41537,0,1,1.3846025,1.4186775,0.070675,0,0.01664,0.005505,0.05408,0.01248
75s - 1.2 (2),Edges,0 days 00:01:25,365.21759,257.49771,59.22,0,0,0,0,6.88022,5,3,1,0,4.06376,-3.85313,0.55285,47.04746,11.04093,0,1,1.77095,0.69589,0,0,0.01175,0.00497,0.05875,0.01175
75s - 1.2 (2),Middles,0 days 00:01:25,337.4876,237.9466033,46.01,0,7.03,0,0,6.390943333,2.333333333,1.333333333,0.333333333,0,3.760633333,-3.036573333,0.482456667,41.05706333,-1.766776667,0,1,1.58679,0.540656667,0,0,0.01175,0.004456667,0.027416667,0.003916667
75s - 1.2 (2),Outside Backs,0 days 00:01:25,324.397445,228.7173525,49.9025,0,0,0,0,6.4656425,1.75,0.5,0.5,0,3.6020375,-2.879735,0.5026625,42.7763675,2.28819,0,1,1.5498475,0.5864,0,0,0.01175,0.0043525,0.0205625,0.005875
75s - 1.2 (2),Service,0 days 00:01:25,369.41053,260.45396,75.185,9.32,11.3475,0,0,6.7835975,3.5,2.25,0.5,0.42,3.869705,-3.6909725,0.54215,46.1369125,2.5157225,0.25,1,1.7796625,0.88349,0.1095175,0,0.01175,0.0049975,0.041125,0.005875
75s - 1.2 mins (1),Edges,0 days 00:01:23,381.7587,274.67948,96.47,15.54,24.53,0,0,7.0982,5,4,1,1.46,4.34046,-3.59903,0.63411,52.87859,12.91027,0,1,1.88552,1.15685,0.18635,0,0.01199,0.0054,0.05996,0.01199
75s - 1.2 mins (1),Middles,0 days 00:01:23,356.2411,256.3192967,75.35,2.586666667,31.83666667,0,0,6.809316667,3.333333333,1.666666667,0.333333333,0,3.819376667,-3.402606667,0.534616667,44.58164,-2.775796667,0,1,1.692513333,0.903586667,0.03102,0,0.01199,0.00485,0.039973333,0.003996667
75s - 1.2 mins (1),Outside Backs,0 days 00:01:23,360.18781,259.159,97.2275,13.6025,14.0075,0,0,7.0830725,3.5,2,0.75,0.61,4.253805,-3.80598,0.604475,50.4071075,3.18086,0,1,1.769695,1.1659375,0.16312,0,0.01199,0.00507,0.041975,0.0089925
75s - 1.2 mins (1),Service,0 days 00:01:23,381.083814,274.193894,116.98,10.626,17.486,0,0,6.912612,4.4,2.2,0.8,0.982,4.364954,-3.830712,0.611126,50.961824,0.768416,0,1,1.865666,1.402808,0.127424,0,0.01199,0.005346,0.052766,0.009592
75s - 2,Edges,0 days 00:01:34,398.9190667,253.3355633,56.55,0,1.756666667,0,0,6.485333333,4,1.333333333,0.333333333,0,3.907036667,-3.020666667,0.541876667,51.19614333,3.983556667,0,1,1.888196667,0.59854,0,0,0.01058,0.004776667,0.042336667,0.003526667
75s - 2,Middles,0 days 00:01:34,394.91498,250.7927467,54.58333333,0,20.90666667,0,0,6.487363333,2.666666667,1,0.333333333,0.13,3.805486667,-3.064423333,0.521403333,49.26203333,4.685886667,0,1,1.8557,0.577723333,0,0,0.01058,0.004693333,0.028223333,0.003526667
75s - 2,Outside Backs,0 days 00:01:34,391.502302,248.625506,68.266,4.696,0,0,0,6.506296,3.6,1.4,0.4,0.266,3.883196,-3.563296,0.511118,48.290528,3.431204,0,1,1.858084,0.722544,0.049704,0,0.01058,0.004702,0.038102,0.004232
75s - 2,Service,0 days 00:01:34,408.1689225,259.20973,73.44,0,0.8575,0,0,6.7063675,4.25,2.25,0.75,0.1875,4.18964,-3.5293225,0.5411925,51.1316025,2.84634,0,1,1.9468575,0.777305,0,0,0.01058,0.004925,0.044985,0.007935
75s - 2 mins,Edges,0 days 00:02:02.200000,570.460828,279.275852,109.956,29.664,43.308,0,0,7.349398,7.4,4.4,1,1.848,4.235668,-4.101946,0.600484,73.652896,7.196768,0,1,2.794352,0.897036,0.241136,0,0.008166,0.005448,0.060354,0.008164
75s - 2 mins,Middles,0 days 00:02:04.600000,521.053786,250.699876,91.152,8.422,41.116,0,0,6.976672,3.6,1.8,0,0.326,3.484358,-3.879096,0.490406,61.114506,-2.347888,0.4,1,2.461562,0.732244,0.068102,0,0.008018,0.004718,0.029058,0
75s - 2 mins,Outside Backs,0 days 00:02:04.333333333,535.6176478,258.1804233,101.9733333,24.73,22.91333333,0,0,7.164313333,5,2.555555556,0.666666667,0.737777778,3.939506667,-3.939476667,0.546086667,68.01375333,0.871746667,0,1,2.596247778,0.819111111,0.19903,0,0.008034444,0.004985556,0.040274444,0.00541
75s - 2 mins,Service,0 days 00:02:04,539.6558858,260.5586508,110.8508333,23.03083333,36.47916667,0,0,7.321885,5.25,3.833333333,0.916666667,1.125,4.126355833,-4.040886667,0.5494225,68.24303667,1.430633333,0.083333333,1,2.619038333,0.8940075,0.187553333,0,0.008055,0.0050375,0.0424375,0.007459167
75s - 3,Edges,0 days 00:01:36,402.674315,251.514255,57.165,0,0,0,0,6.50796,4,1,0,0,3.774475,-2.88571,0.54126,51.99326,4.09067,0,1,1.90175,0.5951,0,0,0.01041,0.004735,0.04164,0
75s - 3,Middles,0 days 00:01:36,410.4026,256.3414133,54.19333333,0,8.603333333,0,0,6.288466667,3.666666667,1.666666667,0,0.14,3.696703333,-3.56465,0.529523333,50.86589333,3.052073333,0,1,1.935363333,0.56416,0,0,0.01041,0.004813333,0.03817,0
75s - 3,Outside Backs,0 days 00:01:36,392.30713,245.038806,59.356,3.964,0,0,0,6.285616,2.6,1.6,0.2,0.24,3.877284,-3.59249,0.505828,48.589982,3.095022,0,1,1.858866,0.617906,0.041266,0,0.01041,0.004622,0.027066,0.002082
75s - 3,Service,0 days 00:01:36,408.063915,254.88065,57.1425,0,0,0,0,6.444225,4.25,1.5,0.75,0.195,4.10957,-3.43951,0.5400125,51.8735975,2.0780525,0,1,1.941915,0.5948625,0,0,0.01041,0.0048325,0.0442425,0.0078075
75s - 30s (1),Edges,0 days 00:00:30,153.00586,305.6042475,71.475,4.2375,12.0875,0,0,6.787625,2.25,1.5,0.25,0.235,3.8522175,-3.3245525,0.78601,23.6117075,1.270175,0,1,0.7738875,2.3793275,0.1410625,0,0.03329,0.0061575,0.0749025,0.0083225
75s - 30s (1),Middles,0 days 00:00:30,147.3377,294.283025,55.725,0,28.755,0,0,6.685125,2,0.5,0,0,3.8087,-3.07242,0.66087,19.852625,1.128595,0,1,0.715465,1.855025,0,0,0.03329,0.005695,0.06658,0
75s - 30s (1),Outside Backs,0 days 00:00:30,151.2636733,302.1245233,60.69666667,0.23,7.856666667,0,0,6.745556667,2,1,0.333333333,0,3.8771,-3.453583333,0.73186,21.98507333,1.190803333,0,0.666666667,0.751536667,2.02053,0.007656667,0,0.022193333,0.00598,0.06658,0.011096667
75s - 30s (1),Service,0 days 00:00:30,159.5373875,318.64991,95.2675,15.6025,17.275,0,0,7.160425,2.25,1.75,0,0.0575,3.86933,-3.30696,0.8492375,25.511065,-0.60102,0,1,0.8313375,3.171355,0.51939,0,0.03329,0.0066175,0.0749025,0
75s - 30s (2),Edges,0 days 00:00:30,158.8420775,313.7104875,93.0875,18.4925,38.32,0,0,7.1962625,2.5,1.75,1.25,0.705,4.2673025,-3.850855,0.8578275,26.0608775,2.013455,0,1,0.8184725,3.0641025,0.608705,0,0.03292,0.00644,0.08229,0.0411475
75s - 30s (2),Middles,0 days 00:00:30,150.091605,296.42845,67.81,0,37.62,0,0,6.690785,2,1,0,0.22,3.875785,-3.43387,0.70833,21.519085,2.085445,0,1,0.73308,2.23206,0,0,0.03292,0.00577,0.06583,0
75s - 30s (2),Outside Backs,0 days 00:00:30,159.516355,315.04218,90.115,32.975,18.89,0,0,7.387135,2.5,1.5,1,0.82,4.62895,-3.821155,0.85651,26.020755,-4.42428,0,1,0.823625,2.966265,1.08542,0,0.03292,0.00648,0.08229,0.03292
75s - 30s (2),Service,0 days 00:00:30,159.98564,315.9690075,103.195,22.4875,23.77,0,0,7.16986,2.75,1.5,1.5,0.4075,4.2903475,-3.7457425,0.8635825,26.23565,2.43007,0,1,0.8265275,3.3968075,0.7402075,0,0.03292,0.0065025,0.09052,0.049375
75s - 30s (3),Edges,0 days 00:00:31,156.131945,299.869295,75.1725,8.4075,27.67,0,0,7.0778,2.25,1,0.5,0.1925,4.0873475,-3.585055,0.8116175,25.3548775,9.0441675,0.25,1,0.7891275,2.4062875,0.2691275,0,0.03201,0.0060375,0.0720225,0.016005
75s - 30s (3),Middles,0 days 00:00:31,152.725195,293.32624,67.81,0,43.33,0,0,6.819925,2,1,0.5,0.37,3.92346,-3.507975,0.75284,23.518735,-2.24627,0,1,0.75285,2.170615,0,0,0.03201,0.00576,0.06402,0.016005
75s - 30s (3),Outside Backs,0 days 00:00:31,159.60996,306.549225,85.895,38.31,20.645,0,0,7.584745,2.5,1.5,1,0.545,4.57022,-3.732875,0.80771,25.23282,-4.199825,0,1,0.818915,2.74952,1.226315,0,0.03201,0.006265,0.080025,0.03201
75s - 30s (3),Service,0 days 00:00:31,156.93593,301.413435,89.19,10.195,19.305,0,0,7.084475,2.25,1.25,1.25,0.2325,4.241435,-3.687635,0.8017825,25.0476375,1.696165,0,1,0.790135,2.8549925,0.326345,0,0.03201,0.006045,0.0720225,0.0400125
75s - 30s (4),Edges,0 days 00:00:32,163.3277475,298.0433325,72.495,17.14,25.505,0,0,7.0645,2.25,1.25,0.75,0.1625,4.0734825,-3.5706375,0.8020175,26.370255,5.9917825,0,1,0.8201075,2.204835,0.52129,0,0.03041,0.00596,0.0684325,0.0228075
75s - 30s (4),Middles,0 days 00:00:32,162.24626,296.06982,91.655,9.605,48.065,0,0,6.985055,2.5,1.5,0.5,0.285,3.943665,-3.52741,0.820015,26.962145,1.52692,0,1,0.81156,2.78756,0.292125,0,0.03041,0.005895,0.076035,0.015205
75s - 30s (4),Outside Backs,0 days 00:00:32,163.34209,298.0695,81.445,43.245,36.8,0,0,7.835795,2,1.5,1,0.16,4.603035,-3.590985,0.83697,27.51958,-0.43454,0.5,1,0.83236,2.477035,1.315235,0,0.03041,0.006055,0.06083,0.03041
75s - 30s (4),Service,0 days 00:00:32,166.42285,303.691335,98.6025,21.99,18.7825,0,0,7.160635,2.75,1.75,1.25,0.175,4.2791675,-3.567105,0.85339,28.0595125,2.096385,0,1,0.84396,2.9988575,0.668795,0,0.03041,0.006135,0.0836375,0.038015
75s - 4,Outside Backs,0 days 00:00:36,149.508788,243.169622,54.424,0,1.362,0,0,6.51536,2,1,0.4,0,3.81633,-2.998148,0.616302,22.735434,4.539522,0.2,0.6,0.726486,1.475304,0,0,0.016266,0.004708,0.05422,0.010844
75s - 4,Service,0 days 00:00:36,156.0345425,253.7834775,64.9,0,2.925,0,0,6.65532,2,1,0.75,0.1125,4.1791475,-3.0547625,0.6962025,25.6829375,0.05662,0,0.5,0.7696625,1.7592825,0,0,0.013555,0.0049875,0.05422,0.0203325
75s - 40s (1),Edges,0 days 00:00:42,208.392,293.7167,59.98,0,0,0,0,6.89036,2,1,0,0.75,3.76693,-3.94518,0.59172,25.18953,4.44071,0,0,0.97681,1.40897,0,0,0,0.00548,0.04698,0
75s - 40s (1),Middles,0 days 00:00:42,192.8646167,271.83174,61.00333333,0,20.98,0,0,6.468736667,1.333333333,1,0.333333333,0,3.3163,-3.042886667,0.561723333,23.91247,-0.98706,0.333333333,0.666666667,0.888403333,1.433013333,0,0,0.01566,0.00499,0.03132,0.00783
75s - 40s (1),Outside Backs,0 days 00:00:42,200.1415025,282.0880925,70.4125,12.1325,16.2425,0,0,6.970355,2,1.5,0,0.525,3.66439,-3.739125,0.64007,27.2477175,1.54179,0,0.75,0.952205,1.6540375,0.285,0,0.0176175,0.005345,0.04698,0
75s - 40s (1),Service,0 days 00:00:42,199.59185,281.31339,65.52,12.985,21.8825,0,0,7.09283,1.75,1.5,0.5,0.56,3.8367625,-3.6927725,0.5691925,24.230535,2.9292675,0,0.25,0.9309375,1.5391125,0.3050275,0,0.0058725,0.0052275,0.0411075,0.011745
75s - 40s (2),Edges,0 days 00:00:41,208.93124,300.40438,90.79,0,1.33,0,0,6.91317,2,2,0,0.63,3.71344,-3.59629,0.59499,24.82898,0.36781,0,1,0.9824,2.17565,0,0,0.02396,0.00563,0.04793,0
75s - 40s (2),Middles,0 days 00:00:41,188.0580367,270.3925833,46.83333333,0,13.62,0,0,6.311333333,1,1,0,0,3.338933333,-3.05496,0.52568,21.93669333,-1.88601,0.333333333,1,0.85688,1.122296667,0,0,0.02396,0.004906667,0.02396,0
75s - 40s (2),Outside Backs,0 days 00:00:41,182.309765,262.127625,43.3475,1.045,3.6225,0,0,6.4053975,1.5,0.75,0,0,3.2717675,-3.0027875,0.5318675,22.1947875,2.39107,0.25,0,0.8489975,1.03876,0.0250425,0,0,0.0048625,0.035945,0
75s - 40s (2),Service,0 days 00:00:41,201.70879,290.0198275,86.535,11.9525,19.08,0,0,7.055965,1.75,1.5,0,0.75,3.592625,-3.946095,0.5777925,24.1113425,1.03809,0,0.75,0.938925,2.0736875,0.286425,0,0.01797,0.0053775,0.0419375,0
75s - 40s (3),Edges,0 days 00:00:42,217.00459,305.49685,61.39,0,1.33,0,0,6.91014,2,2,0,0.92,3.76619,-3.52301,0.65995,28.127,15.73433,0,1,1.07747,1.4404,0,0,0.02346,0.00604,0.04693,0
75s - 40s (3),Middles,0 days 00:00:42,198.7346367,279.7765933,50.19,0,4.366666667,0,0,6.434843333,1.333333333,1.333333333,0,0,3.199186667,-2.941583333,0.641586667,27.34448333,-1.382706667,0,1,0.957406667,1.177616667,0,0,0.02346,0.00537,0.031283333,0
75s - 40s (3),Outside Backs,0 days 00:00:42,208.246775,293.1676825,77.455,5.045,6.98,0,0,6.8916,2.25,1.75,1,0.2725,3.83568,-3.482,0.714005,30.430915,1.5308225,0,0.75,1.03762,1.81734,0.11837,0,0.017595,0.0058175,0.0527925,0.023465
75s - 40s (3),Service,0 days 00:00:42,210.6150625,296.50173,65.22,8.6925,13.0775,0,0,7.0678675,2,1.5,0.5,0.1625,3.914775,-3.558395,0.6649125,28.3385425,0.7455125,0,1,1.03783,1.5302675,0.2039525,0,0.02346,0.0058225,0.04693,0.01173
75s - 5,Outside Backs,0 days 00:00:34,157.357754,270.606628,101.55,0,3,0,0,6.714242,2.2,2,0.8,0.07,4.17557,-3.240268,0.812256,28.339578,1.855194,0,1,0.802506,2.910576,0,0,0.02866,0.005498,0.063052,0.022928
75s - 5,Service,0 days 00:00:34,158.143455,271.95779,106.265,14.475,26.75,0,0,7.174865,2.5,2,1.5,0.525,4.3626575,-3.7077675,0.835375,29.1463,-1.734795,0,1,0.8170725,3.045715,0.414875,0,0.02866,0.0055975,0.07165,0.04299
75s 1,Outside Backs,0 days 00:02:08,519.7673133,243.1470333,57.2,0,0,0,0,6.710603333,5,1.666666667,0,0,3.632143333,-3.44543,0.48401,62.07956667,4.335706667,0,1,2.460053333,0.44597,0,0,0.0078,0.004583333,0.038983333,0
75s 1,Service,0 days 00:02:08,535.03174,250.28773,56.045,0,0,0,0,6.601755,7,0.5,0,0,3.828575,-3.22486,0.513835,65.90448,6.83802,0,1,2.55343,0.436965,0,0,0.0078,0.004755,0.054575,0
75s 2,Outside Backs,0 days 00:02:08,510.655025,239.313455,58.255,0,0,0,0,6.72689,4.5,2,1,0,4.16769,-3.60242,0.487405,62.4021,-2.452585,0,1,2.43013,0.45501,0,0,0.00781,0.004535,0.035145,0.00781
75s 2,Service,0 days 00:02:08,548.345795,256.97686,126.1,25.965,24.805,0,0,7.240755,5,4.5,1,1.145,4.43779,-4.410335,0.5463,69.942575,0.57323,0,1,2.65431,0.984925,0.202805,0,0.00781,0.004955,0.03905,0.00781
75s 3,Outside Backs,0 days 00:02:01,471.7831533,233.78749,48.40666667,0,0,0,0,6.34387,2.333333333,1.333333333,0,0.146666667,3.40831,-3.398193333,0.419763333,50.82455333,4.972286667,0.333333333,1,2.165323333,0.39979,0,0,0.00826,0.004273333,0.019273333,0
75s 3,Service,0 days 00:02:01,528.28491,261.78638,51.965,0,0,0,0,6.309175,5.5,1.5,0,0.355,3.674135,-3.373965,0.50498,61.14298,8.706175,0,1,2.4807,0.42918,0,0,0.00826,0.004895,0.045425,0
75s 4,Outside Backs,0 days 00:02:06,473.76152,224.478335,48.845,0,0,0,0,6.212615,2.5,2,0,0,3.61051,-3.250645,0.425405,53.86923,-1.19548,0,1,2.21493,0.38573,0,0,0.0079,0.00418,0.019745,0
75s 4,Service,0 days 00:02:06,506.84796,240.155395,83.51,2.08,9.63,0,0,6.993095,4.5,2.5,1,0.285,4.222735,-3.685235,0.50841,64.380225,-0.686225,0,1,2.415155,0.65948,0.016425,0,0.0079,0.00456,0.035535,0.0079
Attacking Combos - Forwards and Halves,Edges,0 days 00:19:26,1481.72055,76.2319575,98.8475,7.0875,13.325,0,0,7.23562,10.25,11.75,0.25,1.1025,3.8458275,-4.95172,0.4367,509.2906425,0.2357625,6,7.5,7.68343,0.08476,0.006075,0,0.00643,0.001575,0.0087875,0.000215
Attacking Combos - Forwards and Halves,Middles,0 days 00:19:26,1620.40016,83.36678125,76.57375,6.2375,27.98,0.3575,0,6.85647375,11.625,11.125,0.375,0.64375,3.702955,-4.54697625,0.46063875,537.206695,-2.54841125,2.875,7.25,8.33998875,0.06565875,0.00534875,0,0.00621625,0.00171,0.0099675,0.00032125
Attacking Combos - Forwards and Halves,Service,0 days 00:19:26,1559.72628,80.24521667,27.48166667,0,2.593333333,0,0,5.752363333,12.33333333,11,0.333333333,0.356666667,3.856395,-3.973476667,0.445771667,519.8682983,0.701585,6.166666667,6.666666667,7.898398333,0.023565,0,0,0.005716667,0.001618333,0.010575,0.000285
Backs,Outside Backs,0 days 00:47:36.200000,1622.961149,33.99107667,25.61566667,5.337333333,5.310333333,0,0,6.154553667,4.9,2.133333333,0.166666667,0.077,3.423471667,-3.098281,0.210949,581.8470453,0.459926,15.1,1.8,7.392558,0.008096,0.001628333,0,0.000676667,0.000619,0.001709,4.93E-05
Backs,Service,0 days 00:57:29.631578947,2153.812477,36.99373789,3.634736842,0,0,0,0,4.820832632,2.105263158,0.473684211,0.105263158,0,2.947354737,-2.447944737,0.259873684,895.0973242,0.519176842,16.84210526,1.789473684,9.696403684,0.001035263,0,0,0.000543158,0.000664737,0.000635263,2.95E-05
Backs,Unknown,0 days 00:44:19.666666666,1628.55322,37.27197333,36.51,12.66666667,14.45333333,0,0,5.908616667,4.333333333,1.333333333,0.333333333,0.243333333,3.41412,-3.500516667,0.250133333,634.3436533,-0.307723333,10,1.333333333,7.549633333,0.010923333,0.003883333,0,0.000566667,0.000686667,0.001283333,9.67E-05
Backs - 20m Restart + Sideline Catch,Outside Backs,0 days 00:13:37.875000,487.990425,36.60296125,11.82375,0,0,0,0,5.5335075,1,0.5,0.125,0,3.21515,-2.10013125,0.19275625,153.9579888,-0.53221375,1.625,0.625,2.2301,0.01558625,0,0,0.000795,0.0006675,0.0012125,0.0001775
Backs - 20m Restart + Sideline Catch,Service,0 days 00:13:38.500000,533.814285,40.47251,26.925,0,0,0,0,4.95256,0,0,0,0,2.31,-2.174935,0.213015,172.539465,0.4474,0,0,2.408785,0.035795,0,0,0,0.00073,0,0
Backs - 20m Restart + Sideline Catch,Unknown,0 days 00:06:10,183.09302,29.62111,0,0,0,0,0,3.037,0,0,0,0,1.28955,-1.24961,0.22318,82.77118,0,0,0,0.80275,0,0,0,0,0.00052,0,0
Backs - Box Scrum Education,Edges,0 days 00:14:50,400.93958,27.016585,39.28,0,2.295,0,0,6.6322,4.5,0,0,0,3.718825,-2.4869,0.14764,131.46268,0.209995,1.5,1.5,1.986815,0.044115,0,0,0.001685,0.00053,0.005055,0
Backs - Box Scrum Education,Outside Backs,0 days 00:13:48,451.8260622,32.80673333,77.37555556,19.86888889,16.98888889,0,0,7.436981111,4,0.333333333,2.111111111,0.068888889,4.18121,-2.79877,0.164141111,135.3893722,4.062441111,1,1.111111111,2.228023333,0.093878889,0.024802222,0,0.001364444,0.000644444,0.004806667,0.002567778
Backs - Box Scrum Education,Service,0 days 00:14:50,509.40718,34.3254725,80.155,48.905,34.28,0,0,6.48992,6,1.25,3.25,0,4.365675,-2.726765,0.2126075,189.312465,-0.843925,0.75,2.75,2.6056825,0.09002,0.0549225,0,0.0030875,0.0007,0.0067375,0.0036475
Backs - Catch Pass,Outside Backs,0 days 00:05:17,302.1213125,57.08300375,11.02,2.09375,0,0,0,5.9165175,4.25,1.75,0.5,0.09875,3.66356625,-3.1001725,0.3743675,118.8844588,0,2.125,0.5,1.60820125,0.03470125,0.00659375,0,0.001575,0.00121125,0.013385,0.001575
Backs - Catch Pass,Service,0 days 00:05:17,290.323776,54.853972,6.36,0,0,0,0,4.985694,6,0.4,0.4,0,3.740012,-2.23491,0.315376,100.151282,0,0,0.2,1.473306,0.020028,0,0,0.00063,0.001108,0.018892,0.00126
Backs - D Mapping,Edges,0 days 00:04:49,272.901,56.47591,90.53,12.9,24.02,0,0,7.508925,5.5,0,2.5,0,4.57416,-2.321565,0.350645,101.66249,3.889095,1.5,2,1.52193,0.312245,0.044495,0,0.0069,0.001255,0.01897,0.008625
Backs - D Mapping,Outside Backs,0 days 00:04:49,219.9327738,45.51431875,0,0,0,0,0,5.00106375,5,3,0.625,0.085,3.75929,-3.40748875,0.2923925,84.7736475,0.1871125,0.375,2,1.18172,0,0,0,0.0069,0.000975,0.017245,0.00215625
Backs - D Mapping,Service,0 days 00:04:49,235.134986,48.660362,0,0,0,0,0,5.206392,8.2,4.2,1,0.1,4.016636,-3.992452,0.30037,87.086764,0,0.2,1.6,1.281522,0,0,0,0.00552,0.001056,0.028282,0.00345
Backs - D Mapping,Unknown,0 days 00:04:49,253.37656,52.43539,0,0,0,0,0,5.34933,9,5,2,2.2,4.19035,-4.69667,0.34855,101.05469,0,0,1,1.46221,0,0,0,0.00345,0.00121,0.03104,0.0069
Backs - Diamond Drill,Outside Backs,0 days 00:07:21,240.9467122,32.71066,0,0,0,0,0,4.02505,1.333333333,1.444444444,0,0.064444444,3.226277778,-3.26208,0.286248889,126.5107856,0,6.333333333,0.555555556,1.166483333,0,0,0,0.001256667,0.00063,0.003015556,0
Backs - Diamond Drill,Service,0 days 00:07:21,236.185702,32.064312,0,0,0,0,0,4.096548,1.4,1.8,0.2,0.194,3.309066,-3.406416,0.283582,125.33222,0,4.6,0.6,1.169006,0,0,0,0.001356,0.00063,0.003166,0.000452
Backs - Edge Mapping,Outside Backs,0 days 00:15:11,820.2851713,53.99573125,67.12875,8.49375,7.115,0,0,7.24209625,5.75,2.875,0.25,0.3275,3.61714875,-4.08923875,0.27967625,254.9247275,1.13980125,3.5,0.75,4.1507,0.07364625,0.00931875,0,0.00082375,0.0010875,0.0063075,0.000275
Backs - Edge Mapping,Service,0 days 00:15:11,886.676124,58.365954,61.062,3.148,3.406,0,0,7.01685,11.8,3.6,0.4,0.252,3.94264,-3.813572,0.32556,296.74643,1.755304,3.2,0,4.564456,0.066992,0.003454,0,0,0.001198,0.012946,0.00044
Backs - Kick Catch,Outside Backs,0 days 00:18:56,815.902435,43.062735,4.6125,0,0,0,0,5.66717,3.75,3.5,0.5,1.14,3.855275,-3.7049375,0.32506,369.5307425,0,9.25,2.25,3.7939575,0.0040575,0,0,0.00198,0.0007975,0.0033,0.00044
Backs - Kick Catch,Service,0 days 00:18:56,842.547975,44.469065,0,0,0,0,0,4.33922,0,0,0,0,2.651845,-2.37334,0.352825,401.09608,0,6,0.5,3.7711,0,0,0,0.00044,0.00079,0,0
Backs - Kick Chase,Middles,0 days 00:04:53,268.65601,54.94175,5.05,0,0,0,0,5.88813,3,1,0,0.08,3.88327,-4.96965,0.30693,90.04913,0,2,0,1.3472,0.01721,0,0,0,0.0011,0.01023,0
Backs - Kick Chase,Outside Backs,0 days 00:04:53,383.19617,78.36589625,86.105,46.4475,35.74125,0,0,7.769535,3.5,2.125,0.625,0.055,3.94545125,-3.706775,0.31369375,92.03464375,2.988605,0,2.25,1.9555925,0.29348375,0.1583125,0,0.0076725,0.0015925,0.01193125,0.00213125
Backs - Kick Chase,Service,0 days 00:04:53,182.8535433,37.39463667,0,0,0,0,0,3.794356667,1.5,1.333333333,0.5,0.493333333,2.575886667,-2.672523333,0.233663333,68.555075,1.248916667,1,0.166666667,0.889601667,0,0,0,0.000568333,0.000725,0.005113333,0.001705
