Period Name,Position,Total Duration,Total Distance,Meterage Per Minute,HSD,VHSD,VHSD Relative,Sprint Distance,Velocity B7+ Total # Efforts (Gen 2) (Set 2),Maximum Velocity,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Deceleration B3 Distance (Gen 2),Max Acceleration,Max Deceleration,Acceleration Density,Total Acceleration Load,Running Imbalance,Total IMA,RHIE Total Bouts,Meta Energy (KJ/kg),HSD Per Minute,VHSD Per Minute,Sprint Distance Per Minute,RHIE Bouts Per Minute,Meta Energy (kj/kg) Per Minute,HI Accels Per Minute,VHI Accels Per Minute
Backs - Pendulum and Strike,Service,0 days 00:16:56,1175.41915,69.39675667,25.21333333,0,0,0,0,6.140456667,9,3.333333333,2,0.57,3.808536667,-3.817686667,0.331776667,337.17028,2.044313333,1.333333333,0.333333333,5.747976667,0.024806667,0,0,0.000326667,0.001353333,0.008856667,0.00197
Backs - Pendulum and Strike,Unknown,0 days 00:16:56,593.37097,35.03263,0,0,0,0,0,5.3138,1,0,0,0,3.0613,-2.02414,0.18724,190.28113,2.29938,0,0,2.81553,0,0,0,0,0.00066,0.00098,0
Backs Catch Pass,Outside Backs,0 days 00:11:57,828.6229171,69.27223429,57.35571429,2.521428571,1.068571429,0,0,6.763785714,10.57142857,0.714285714,1.285714286,0,4.018602857,-3.016251429,0.37877,271.8467114,-0.208388571,2.857142857,0.714285714,4.176832857,0.079915714,0.003514286,0,0.000994286,0.00139,0.01473,0.001791429
Backs Catch Pass,Service,0 days 00:11:57,998.80548,83.49936,91.48,11.15,6.31,0,0,7.47853,17,4,2,0,4.13133,-3.84257,0.52496,376.77032,0,5,2,5.27915,0.12746,0.01554,0,0.00279,0.00176,0.02369,0.00279
Backs Craft,Outside Backs,0 days 01:00:41,2063.874972,33.94010692,27.51076923,2.217692308,1.286153846,0,0,6.677927692,8.615384615,4.076923077,0.538461538,0.306153846,3.841957692,-3.929968462,0.215432308,783.6142085,-0.913241538,13.53846154,1.384615385,9.532843846,0.007664615,0.000659231,0,0.000383846,0.000625385,0.002306923,0.000136923
Backs Craft,Service,0 days 01:03:56.333333333,2404.701988,37.81384833,11.725,0,0,0,0,5.909683333,8.333333333,4.166666667,0.833333333,0.721666667,3.818755,-3.470923333,0.266666667,1013.292825,2.71416,15.16666667,1.833333333,11.042285,0.002955,0,0,0.000495,0.00069,0.002163333,0.000226667
Backs Craft,Unknown,0 days 01:09:11,2384.74023,34.46987,51.67,0,0,0,0,6.68478,14,9,2,0.26,4.08094,-4.34224,0.21849,906.94025,-4.86379,11,1,11.19882,0.01245,0,0,0.00024,0.00064,0.00337,0.00048
Backs Shortside Pairs,Outside Backs,0 days 00:05:54,166.8963111,28.28751,0,0,0,0,0,2.196896667,0,0,0,0,0.780466667,-0.692853333,0.310993333,110.0915033,0,9.333333333,0.888888889,0.694193333,0,0,0,0.002508889,0.000466667,0,0
Backs Shortside Pairs,Service,0 days 00:05:54,264.70844,44.86583556,0,0,0,0,0,2.950352222,0,0,0,0,1.24525,-1.197073333,0.422582222,149.5944522,0,14.55555556,1.888888889,1.172065556,0,0,0,0.005334444,0.000791111,0,0
Backs Skills,Outside Backs,0 days 00:17:43.571428571,923.5540807,51.45902929,31.51214286,1.846428571,1.144285714,0,0,6.506385,14.71428571,12.21428571,1.428571429,0.918571429,4.104785714,-3.967602143,0.292287857,314.2279164,0.807935,2.714285714,0.642857143,4.794885714,0.029432857,0.001698571,0,0.000610714,0.001062857,0.013408571,0.001397143
Backs Skills,Service,0 days 00:18:28.600000,1089.816638,58.593888,43.516,0,0,0,0,6.487366,15.2,17.6,1.4,2.736,4.12703,-4.251912,0.338346,377.476242,2.373828,6.2,1.8,5.726292,0.038618,0,0,0.001566,0.001226,0.013528,0.001218
Backs Skills,Unknown,0 days 00:19:08,993.8335,51.93799,71.84,0,3.95,0,0,6.93438,15,10,3,1.09,4.36379,-4.04418,0.26864,308.42865,-3.0402,5,3,5.17435,0.06257,0,0,0.00261,0.00108,0.01307,0.00261
Backs Speed Skills,Edges,0 days 00:21:18,672.78192,31.58601,0,0,0,0,0,5.1446,10,6,0,1.58,3.78396,-4.15447,0.21206,271.00851,0,3,0,3.44491,0,0,0,0,0.00064,0.00782,0
Backs Speed Skills,Outside Backs,0 days 00:21:18,1276.913556,59.9489925,177.32875,78.18,72.095,3.8175,0.25,8.3333475,10.375,3.5,1,0.14875,4.37832,-3.63655125,0.28072625,358.76669,4.5729975,3.125,2.875,6.3982275,0.13875375,0.06117375,0,0.00224875,0.00119625,0.0081175,0.00078
Backs Speed Skills,Service,0 days 00:21:18,1343.180148,63.0601,138.97,62.73,68.5925,13.2725,1.25,8.3986775,12.75,1.75,0.75,0.255,3.84257,-3.8741375,0.2879075,367.94819,3.1319175,3.75,2.25,6.5926825,0.10874,0.049085,0,0.0017575,0.001235,0.009975,0.000585
Backs Speed Skills,Unknown,0 days 00:21:18,1244.10608,58.40874,162.66,35.46,54.41,0,0,8.01112,12,4,1,0,4.21269,-3.43113,0.26607,340.0347,0,2,2,6.27928,0.12728,0.02775,0,0.00156,0.00117,0.00939,0.00078
Bag Drill,Edges,0 days 00:18:24,1755.553833,95.34921333,0,0,0,0,0,4.790876667,8.333333333,19.33333333,0,0.35,3.641466667,-4.06084,0.542896667,599.7425933,1.516303333,12.33333333,1.333333333,8.87473,0,0,0,0.00121,0.00192,0.007546667,0
Bag Drill,Middles,0 days 00:18:24,1688.623971,91.71406,0,0,0,0,0,5.048165714,12.28571429,18.14285714,0.428571429,0.591428571,3.87286,-4.00547,0.547785714,605.1461214,-0.294168571,9.428571429,0.714285714,8.594608571,0,0,0,0.000647143,0.001858571,0.011121429,0.00039
Bag Drill,Service,0 days 00:18:24,1700.88497,92.37999333,0,0,0,0,0,5.182203333,22,17.66666667,1.666666667,0.606666667,4.173563333,-4.400873333,0.554963333,613.0736867,-1.243806667,8,1.333333333,8.844993333,0,0,0,0.00121,0.001913333,0.019913333,0.00151
Balance Third Man Retreat - Forwards,Edges,0 days 00:14:42,645.949122,43.938132,0,0,0,0,0,4.118206,2.2,1.4,0,0,3.111902,-2.959194,0.309714,273.192848,0,0.6,1,3.124152,0,0,0,0.001134,0.000846,0.002492,0
Balance Third Man Retreat - Forwards,Middles,0 days 00:14:42,698.0455522,47.48178333,0,0,0,0,0,4.910276667,4.333333333,4.222222222,0.111111111,0.061111111,3.355926667,-3.917473333,0.3541,312.3437744,0,5,2.111111111,3.457421111,0,0,0,0.002392222,0.000937778,0.004911111,0.000125556
Balance Third Man Retreat - Forwards,Service,0 days 00:14:42,602.060264,40.952768,0,0,0,0,0,4.644432,2,1.4,0.2,0,3.308276,-3.284998,0.283026,249.65146,0,2,0.8,2.852708,0,0,0,0.000906,0.000772,0.002268,0.000226
Body Load,Edges,0 days 00:07:33.976744186,627.6642577,81.72803,6.318837209,0,0,0,0,4.53658814,2.534883721,2.325581395,0.023255814,0.196744186,2.903511163,-2.886135814,0.631214884,288.5004898,0.758490465,7.534883721,0.906976744,3.144367209,0.013767442,0,0,0.002174884,0.001627674,0.005451628,4.26E-05
Body Load,Middles,0 days 00:07:41.389830508,623.8569522,80.41598119,0.666610169,0,0,0,0,4.434994237,2.305084746,2.559322034,0,0.023389831,2.816691017,-2.841502034,0.629085932,291.6903834,0.009706441,8.474576271,1.084745763,3.111272034,0.001456949,0,0,0.002444915,0.00159339,0.004790339,0
Body Load,Outside Backs,0 days 00:07:36.589041095,618.8887248,81.12330904,3.349178082,0,0,0,0,4.440720685,2.369863014,1.520547945,0.01369863,0.09260274,2.86640411,-2.810758493,0.610733973,276.9765085,1.761521781,4.506849315,0.589041096,3.056433151,0.007826438,0,0,0.001259041,0.001598219,0.005126027,4.14E-05
Body Load,Service,0 days 00:07:20,596.1359455,80.5927934,2.213396226,0,0,0,0,4.554777547,3.283018868,2.603773585,0,0.043962264,3.015466981,-2.89260283,0.652346792,287.0941826,1.387770377,7.433962264,1.150943396,3.011477358,0.005838868,0,0,0.002692453,0.001620943,0.007148679,0
Body Load,Unknown,0 days 00:07:50.375000,620.6627513,79.1651,0,0,0,0,0,4.45269125,4.125,5.375,0,0.08375,3.048425,-3.182575,0.60796375,282.470955,0.2210675,8.375,1.125,3.10811375,0,0,0,0.00261375,0.001585,0.00879,0
Body Load (1),Edges,0 days 00:04:04,494.5791933,121.2550633,4.966666667,0,0,0,0,5.51198,13,14.66666667,0.333333333,3.16,3.9833,-4.291216667,0.802343333,196.358,5.881723333,3,0.666666667,2.854133333,0.020293333,0,0,0.002726667,0.002786667,0.05312,0.001363333
Body Load (1),Middles,0 days 00:04:04,505.73834,123.99093,27.435,0,0,0,0,6.05847,14.5,18,0.5,3.29,4.04776,-4.469335,0.825195,201.950255,-1.032985,5,1,3.005375,0.112105,0,0,0.004085,0.002935,0.05925,0.002045
Body Load (1),Outside Backs,0 days 00:04:04,491.815035,120.5773783,12.26,0,0,0,0,5.659081667,12.66666667,12.33333333,0.333333333,2.22,3.789248333,-3.881136667,0.809498333,198.1086583,0.098211667,3.833333333,0.833333333,2.823353333,0.050095,0,0,0.003406667,0.002758333,0.051758333,0.001363333
Body Load (1),Service,0 days 00:04:04,494.27509,121.18051,0,0,0,0,0,5.09672,20,17,1,4.26,4.51216,-4.39442,0.82811,202.66436,-0.24426,3,1,2.9775,0,0,0,0.00409,0.00291,0.08172,0.00409
Body Load (1),Unknown,0 days 00:04:04,491.87271,120.59152,25.54,0,0,0,0,6.18727,13,12,0,3.37,3.98511,-3.87372,0.78441,191.96865,-5.68503,4,1,2.83111,0.10436,0,0,0.00409,0.00276,0.05312,0
Body Load (2),Edges,0 days 00:04:04.600000,306.473828,74.452654,0,0,0,0,0,3.646726,4,5,0.2,1.078,2.425272,-2.661476,0.593858,146.038218,0.817042,3.2,0.2,1.610976,0,0,0,0.000798,0.001556,0.015968,0.000798
Body Load (2),Middles,0 days 00:04:04.600000,253.34687,61.408466,4.85,0,0,0,0,3.682186,3,3,0,0.484,1.99134,-2.269292,0.429372,106.044898,-1.077324,5.2,0.6,1.28189,0.01936,0,0,0.002426,0.001232,0.011974,0
Body Load (2),Outside Backs,0 days 00:04:07,331.9448622,79.77858444,2.078888889,0,0,0,0,3.844374444,6.888888889,6.222222222,0,1.163333333,2.54124,-2.733593333,0.54146,134.9750633,0.884903333,2.111111111,0.111111111,1.812267778,0.008298889,0,0,0.000443333,0.001733333,0.027498889,0
Body Load (2),Service,0 days 00:04:04.600000,320.3278,77.831994,0.418,0,0,0,0,3.69725,5.4,4.2,0,0.788,2.392274,-2.512208,0.610354,150.009422,2.798226,3.6,0,1.692808,0.001668,0,0,0,0.001634,0.021556,0
Body Load (2),Unknown,0 days 00:04:10,489.10938,117.14727,0,0,0,0,0,5.49698,12,11,0,3.07,3.76503,-4.03618,0.78312,196.18019,-2.82372,2,0,2.80082,0,0,0,0,0.00267,0.0479,0
Body Load (3),Edges,0 days 00:04:17,473.11621,110.22783,0,0,0,0,0,5.21289,5,6,0,0.92,3.26509,-3.94827,0.68606,176.67993,3.98193,2,0,2.56581,0,0,0,0,0.00238,0.01942,0
Body Load (3),Middles,0 days 00:04:17,494.994875,115.325175,9.445,0,0,0,0,5.605065,6,7,0,0.735,3.31519,-3.841555,0.71825,184.97014,-4.523835,2,0,2.690105,0.036675,0,0,0,0.002495,0.0233,0
Body Load (3),Outside Backs,0 days 00:04:17,492.4740233,114.73786,0,0,0,0,0,5.283938333,9.5,9.666666667,0.333333333,1.756666667,3.586095,-3.674625,0.753105,193.9474733,0.481698333,2.5,0.166666667,2.761271667,0,0,0,0.000646667,0.002563333,0.036886667,0.001293333
Body Load (3),Service,0 days 00:04:17,508.441255,118.457945,5.045,0,0,0,0,5.39019,16,9.5,0,0.99,3.57547,-3.73984,0.761175,196.02622,5.563675,2,0,2.83557,0.01959,0,0,0,0.00263,0.06213,0
Body Load (3),Unknown,0 days 00:04:17,498.06885,116.04136,17.35,0,0,0,0,5.88035,17,10,0,1.59,3.9562,-3.85678,0.72859,187.63472,-6.74366,3,0,2.81308,0.06737,0,0,0,0.00261,0.06601,0
Body Load (Backs),Outside Backs,0 days 00:09:37,688.85016,71.630865,5.405,0,0,0,0,5.49703,14.5,9,0,2.135,3.359815,-3.876675,0.471225,271.897085,3.43394,3.5,0.5,3.855605,0.009365,0,0,0.000865,0.001595,0.02513,0
Body Load (Backs),Service,0 days 00:09:37,692.99481,72.061855,0,0,0,0,0,5.151075,15,12,0,1.635,3.35479,-3.749745,0.479705,276.78989,3.69371,8,0.5,3.921125,0,0,0,0.000865,0.001625,0.025995,0
Body Load (Fwds),Middles,0 days 00:08:10,964.6216667,118.06393,0,0,0,0,0,4.531343333,2,10.33333333,0,0.986666667,3.09698,-3.778683333,0.659586667,323.3422433,-1.911473333,6.333333333,0.333333333,4.827996667,0,0,0,0.00068,0.002353333,0.00408,0
Body Load (Fwds),Service,0 days 00:08:10,964.53259,118.05303,0,0,0,0,0,4.70772,1,3,0,0.48,3.45868,-3.46855,0.57687,282.79321,0,1,0,4.69177,0,0,0,0,0.00229,0.00204,0
Body Load - FWDS,Edges,0 days 00:08:48,552.7909733,62.79218333,0,0,0,0,0,3.350643333,0,0,0,0,2.397513333,-2.459536667,0.506996667,267.80172,0,1,0,2.629783333,0,0,0,0,0.001186667,0,0
Body Load - FWDS,Middles,0 days 00:08:48,563.4051217,63.997855,0,0,0,0,0,3.785831667,0.5,0,0,0,2.530435,-2.424468333,0.518718333,273.9932667,0,6,1.166666667,2.695163333,0,0,0,0.002208333,0.00122,0.000946667,0
Body Load - FWDS,Service,0 days 00:08:48,581.4565275,66.048335,0,0,0,0,0,3.911775,0.75,0.75,0,0,2.8621175,-2.52567,0.5368575,283.5731025,0,5.5,2,2.8135,0,0,0,0.003785,0.00127,0.0014175,0
Bodyload - Fwds,Edges,0 days 00:05:38,380.2295375,67.3469275,0,0,0,0,0,3.6874025,0.25,1.25,0,0,2.6456675,-2.67755,0.6034675,204.4244175,0,2.75,1.75,1.8875875,0,0,0,0.005165,0.00133,0.0007375,0
Bodyload - Fwds,Middles,0 days 00:05:38,399.8158233,70.81608667,0,0,0,0,0,3.863483333,0.666666667,0.333333333,0,0,2.51877,-2.494368333,0.60216,203.981475,0.133318333,4.666666667,1.5,1.970445,0,0,0,0.004425,0.001393333,0.001968333,0
Bodyload - Fwds,Service,0 days 00:05:38,378.5564567,67.05059,0,0,0,0,0,3.484666667,1.333333333,1,0,0,2.535283333,-2.510343333,0.619233333,209.7647533,0,4.333333333,1.333333333,1.915753333,0,0,0,0.003933333,0.00135,0.003936667,0
Box Scrum Education - BACKS,Edges,0 days 00:18:12,486.85567,26.73684667,37.11666667,0.463333333,6.25,0,0,6.628793333,2,1,0,0,3.080416667,-2.878743333,0.174716667,190.88992,4.062206667,1.333333333,0.666666667,2.41684,0.033973333,0.000423333,0,0.000613333,0.000526667,0.001833333,0
Box Scrum Education - BACKS,Outside Backs,0 days 00:18:12,647.733165,35.57181875,86.67875,23.08,15.82125,0,0,7.34921125,5,0.5,1,0.1175,3.9290775,-2.9867725,0.17860625,195.136825,2.23795375,0.75,1.125,3.139795,0.079335,0.021125,0,0.00103125,0.000685,0.00457875,0.00091625
Box Scrum Education - BACKS,Service,0 days 00:18:12,610.519152,33.528124,74.398,28.196,21.3,0,0,7.144114,6.8,1.8,1.8,0.29,4.489964,-3.627962,0.211934,231.546042,1.548296,1.6,1.2,3.01832,0.068096,0.025808,0,0.0011,0.000662,0.006224,0.00165
Catch Kick - BACKS,Middles,0 days 00:13:28,850.61005,63.13598,62.85,0,21.14,0,0,6.98958,9,3,0,0,3.95895,-3.38341,0.36646,296.22775,-9.75308,2,1,4.20383,0.07775,0,0,0.00124,0.00124,0.01113,0
Catch Kick - BACKS,Outside Backs,0 days 00:13:28,488.0616488,36.2260625,0.91375,0,0,0,0,4.6355175,1.375,1,0.25,0.205,3.2493225,-3.35189375,0.21843875,176.577235,-0.23864375,1.75,0,2.25748,0.00113,0,0,0,0.0006675,0.00170125,0.00030875
Catch Kick - BACKS,Service,0 days 00:13:28,654.0209583,48.544285,8.64,1.405,1.405,0,0,4.3858,2,0.5,0,0,2.765181667,-2.593515,0.324763333,262.524035,0.110411667,7.333333333,0.166666667,3.06453,0.010688333,0.001738333,0,0.000206667,0.000906667,0.002475,0
Check & Release,Edges,0 days 00:14:08.850000,737.6343335,53.443872,33.0745,0,0.1575,0,0,6.105051,10.9,4.15,1.7,1.8795,4.0876075,-4.4954225,0.3273455,274.3204615,-0.1776355,6.85,1.9,3.854142,0.0427015,0,0,0.002189,0.001113,0.0132175,0.002158
Check & Release,Middles,0 days 00:14:47.791666666,664.8716163,45.47744958,14.83041667,0,0.797083333,0,0,5.76539125,10.91666667,4.791666667,1.375,1.6175,4.027334167,-4.742755,0.302635417,267.6017783,1.24216875,6.583333333,1.25,3.490024167,0.0176425,0,0,0.001330833,0.00095,0.012424583,0.001582083
Check & Release,Outside Backs,0 days 00:10:27,650.70383,62.18599,87.785,0,0,0,0,6.879655,13.5,4,6,0,4.45231,-3.178015,0.38163,239.596225,0,3.5,1.5,3.63155,0.13982,0,0,0.00239,0.00138,0.0215,0.009555
Check & Release,Service,0 days 00:13:39.357142857,729.2521629,53.84888071,13.61642857,0,0,0,0,5.750383571,14.57142857,2.5,3,0.392142857,4.117389286,-3.586643571,0.367507857,302.7725057,1.989121429,4.714285714,1,3.863008571,0.018125,0,0,0.001210714,0.001137143,0.018153571,0.00387
Check and Release Tackle - FWDS,Edges,0 days 00:18:27,865.980225,46.936595,55.76,0,0,0,0,6.20079,11.5,6,1.5,1.095,4.06326,-4.327395,0.27623,305.785885,-3.569605,9,4,4.417385,0.05037,0,0,0.003615,0.000955,0.01039,0.001355
Check and Release Tackle - FWDS,Middles,0 days 00:18:27,797.6268433,43.23180778,12.64666667,0,0.745555556,0,0,5.876895556,11.88888889,4.666666667,0.888888889,1.747777778,3.987525556,-4.63397,0.282878889,313.1461456,0.343675556,7.888888889,2.333333333,4.079998889,0.011425556,0,0,0.002107778,0.000878889,0.010738889,0.000802222
Check and Release Tackle - FWDS,Service,0 days 00:18:27,806.024125,43.686945,12.6025,0,0,0,0,5.70963,15,6.25,3.5,1.465,4.35979,-4.18474,0.3132375,346.7558975,-1.0489075,15,4,4.209585,0.011385,0,0,0.0036125,0.0009075,0.01355,0.0031625
Condidtioning,Edges,0 days 00:10:12,1105.143402,108.299615,30.5025,0,0,0,0,5.817505,31,13.5,0.5,1.7725,3.87116,-3.8129725,0.5427375,332.30128,3.6567025,0.5,0,5.8710075,0.0498175,0,0,0,0.0022925,0.05063,0.0008175
Condidtioning,Middles,0 days 00:10:12,1110.033785,108.77885,7.07,0,0,0,0,5.69605,27.75,16,0,1.3325,3.462495,-3.830005,0.5273225,322.8622875,0.2103725,2,0.25,5.8113025,0.0115475,0,0,0.0004075,0.0022675,0.0453225,0
Condidtioning,Service,0 days 00:10:12,1114.00586,109.1681,63.36,0,0,0,0,5.886435,28,15,0,2.855,3.82425,-4.10772,0.55971,342.69377,-2.02988,0.5,0,5.9056,0.103485,0,0,0,0.002305,0.045735,0
Conditioning,Edges,0 days 00:08:39.272727272,1094.078712,152.5659059,37.35727273,0,0,0,0,5.892537273,21.5,9.181818182,0.545454545,1.965454545,3.718998182,-3.646411364,0.594172727,262.7115241,3.343645,0.272727273,0.545454545,5.52923,0.055311818,0,0,0.000872727,0.003061364,0.048553636,0.000947727
Conditioning,Middles,0 days 00:06:11.837837837,866.7699238,152.1550805,56.7872973,0.974594595,6.189189189,0,0,5.801642432,17.51351351,9.324324324,0.324324324,1.208378378,3.717198649,-3.471300811,0.595801622,217.3545692,-0.47364027,0.621621622,0.405405405,4.433678649,0.155249189,0.001473243,0,0.001134865,0.003058649,0.045059459,0.000997838
Conditioning,Outside Backs,0 days 00:08:07.257575757,1087.067935,144.6759417,32.62272697,0,0.280454545,0,0,5.772032273,17.63636364,6.757575758,0.318181818,1.003939394,3.709759848,-3.449,0.522266364,242.5916864,2.121091515,0.393939394,0.803030303,5.406301212,0.063972727,0,0,0.001325606,0.002849697,0.03826,0.000607424
Conditioning,Service,0 days 00:08:00.307692307,1084.752936,149.4001626,76.85128256,0,2.756153846,0,0,5.868748205,19.30769231,8.512820513,0.871794872,2.067179487,3.845443333,-3.451250513,0.581847436,255.0875095,3.788658205,0.692307692,0.871794872,5.455870513,0.144426154,0,0,0.001655385,0.002994103,0.043586923,0.001636923
Conditioning,Unknown,0 days 00:08:43,1002.319146,135.1604313,35.28,1.79125,2.22625,0,0,6.01507875,20.5,10.75,0.875,3.82875,3.949535,-3.741345,0.5685575,273.9649513,-0.81219875,1,0.75,5.19386,0.06813625,0.00179875,0,0.0010925,0.0027525,0.0445575,0.001645
Conditioning (1),Edges,0 days 00:04:41.550000,848.6001885,180.9630885,34.8885,0,0,0,0,6.0787725,14.1,5.55,0.2,1.1525,3.7908835,-3.288892,0.5943495,170.8342345,1.9679805,0.1,0.15,4.184929,0.1304385,0,0,0.0004995,0.0035455,0.049006,0.0006825
Conditioning (1),Middles,0 days 00:04:26.826086956,791.59108,178.814953,27.63043478,0,3.763043478,0,0,5.989789565,11.73913043,5.260869565,0.086956522,1.041304348,3.695536522,-3.259556957,0.571854783,154.4563613,0.584644348,0.260869565,0.086956522,3.875871739,0.106754783,0,0,0.00031913,0.003480435,0.043471739,0.0003
Conditioning (1),Outside Backs,0 days 00:04:33.774193548,844.3276942,184.8165568,32.78903226,0,0,0,0,6.057343548,12.87096774,5,0.35483871,0.804193548,3.790075484,-3.207234516,0.609777097,169.9073071,1.538160645,0.161290323,0.161290323,4.161406774,0.12802871,0,0,0.00058871,0.003622581,0.045973226,0.00136871
Conditioning (1),Service,0 days 00:04:27.592592592,812.3919293,182.2951963,42.53111111,0,0,0,0,6.158561111,14.44444444,7.296296296,0.592592593,2.191851852,3.946618889,-3.642052963,0.650603704,175.3077089,1.134844074,0.518518519,0.481481481,4.093190741,0.171327778,0,0,0.00181963,0.003655185,0.053507407,0.002426296
Conditioning (1),Unknown,0 days 00:04:55,844.26768,169.67355,48.04333333,0,0,0,0,6.178906667,19.66666667,12,2,3.73,4.100073333,-4.02736,0.731873333,216.3128,-2.819963333,0.333333333,1,4.426493333,0.186176667,0,0,0.00378,0.00356,0.066416667,0.007263333
Conditioning (2),Edges,0 days 00:05:25.761904761,855.8195733,163.5185386,77.74333333,0,0,0,0,5.990067619,11.19047619,1.761904762,0.238095238,0.332380952,3.730173333,-2.650670476,0.539459048,156.4090271,2.79837,0,0.428571429,4.123660952,0.283070476,0,0,0.001571905,0.003182381,0.040591905,0.000644286
Conditioning (2),Middles,0 days 00:05:13,827.8764663,167.5794826,17.83894737,0,0,0,0,5.755711053,10.89473684,2,0.052631579,0.121578947,3.608299474,-2.584470526,0.522284737,150.4279595,-0.026633158,0.210526316,0.052631579,3.959583158,0.054476842,0,0,0.000105263,0.003216842,0.038195263,0.000290526
Conditioning (2),Outside Backs,0 days 00:05:40.838709677,881.3921529,163.4640968,53.07387097,0,0,0,0,5.962209032,11.29032258,1.516129032,0.225806452,0.091935484,3.702166129,-2.515506774,0.525433226,154.0871906,1.017809677,0.161290323,0.387096774,4.208036452,0.192066774,0,0,0.00152,0.003160968,0.040643226,0.001108387
Conditioning (2),Service,0 days 00:05:21.640000,871.7543776,170.5860196,95.5336004,0,0,0,0,6.1610396,11.96,2.32,0.68,0.172,3.8871976,-2.6875856,0.5739432,166.8614396,1.3555812,0.24,0.76,4.2300512,0.351408,0,0,0.0029784,0.0033332,0.0425228,0.002644
Conditioning (2),Unknown,0 days 00:05:05.333333333,783.75278,162.07977,165.8,0,0,0,0,6.306646667,14.66666667,2,1.333333333,0,4.13218,-2.850653333,0.623976667,179.15636,-3.4286,0,1.333333333,3.939526667,0.659953333,0,0,0.004763333,0.003256667,0.050873333,0.007746667
Conditioning (3),Edges,0 days 00:03:53,638.4183156,164.1835244,115.0611111,0,0,0,0,6.146793333,7.333333333,0,0.666666667,0,3.821091111,-2.237507778,0.526467778,115.6477656,1.630181111,0,0.555555556,3.059091111,0.542054444,0,0,0.002946667,0.003166667,0.03591,0.003643333
Conditioning (3),Middles,0 days 00:04:12,716.2356275,168.761585,36.6125,0,4.1125,0,0,6.04731,6.5,0,0,0,3.50166,-1.9426825,0.474075,115.0599425,1.61083,0,0,3.3682375,0.1376775,0,0,0,0.00318,0.0287925,0
Conditioning (3),Outside Backs,0 days 00:03:41,626.919721,169.810696,56.73,0,0,0,0,5.958913,7.1,0,0.2,0,3.598428,-2.011483,0.512118,106.824831,1.554564,0,0.2,2.982991,0.272222,0,0,0.0013,0.003246,0.036444,0.000656
Conditioning (3),Service,0 days 00:03:54.142857142,684.2384886,175.7318686,119.1371429,0,0,0,0,6.252604286,6.285714286,0,0.285714286,0,3.857327143,-2.202618571,0.504324286,109.78372,0.706902857,0,0.428571429,3.245048571,0.592777143,0,0,0.002785714,0.003358571,0.031918571,0.000937143
Conditioning (3),Unknown,0 days 00:02:33,417.54785,162.86076,112.78,0,0,0,0,6.24383,8,0,0,0,3.73139,-2.31955,0.62939,96.81848,-2.24144,0,1,2.08934,0.73315,0,0,0.0065,0.00325,0.05201,0
Conditioning - 2,Edges,0 days 00:02:48,544.9392475,194.4359825,26.28,0,0,0,0,5.80081,4.25,0,0,0,3.457545,-1.40357,0.3720525,62.5641,5.249025,0.25,1,2.493875,0.15628,0,0,0.00595,0.003545,0.0252725,0
Conditioning - 2,Middles,0 days 00:02:48,516.840485,184.41026,8.52,0,0,0,0,5.431245,1.5,0,0,0,2.986455,-1.4243525,0.35036,58.9164625,3.226845,0,0.25,2.34604,0.050665,0,0,0.0014875,0.0033325,0.00892,0
Conditioning - 2,Outside Backs,0 days 00:02:48,486.54684,173.601394,4.748,0,0,0,0,5.291742,1.2,0,0,0,3.248098,-1.50186,0.330894,55.642846,1.526784,0,0,2.20405,0.028234,0,0,0,0.003136,0.007138,0
Conditioning - 2,Service,0 days 00:02:48,486.2870457,173.5086971,4.674285714,0,0,0,0,4.94441,1.857142857,0,0,0,2.829202857,-1.253092857,0.316497143,53.22208857,1.531717143,0,0,2.198441429,0.027797143,0,0,0,0.003121429,0.011044286,0
Conditioning - Backs,Outside Backs,0 days 00:04:37,798.7823829,172.9777414,20.41,0,0,0,0,6.069667143,11.42857143,3.285714286,0.285714286,0.302857143,3.78482,-3.437247143,0.57936,160.5229171,1.235577143,0,0.857142857,3.899117143,0.073662857,0,0,0.003094286,0.003362857,0.041247143,0.001031429
Conditioning - Backs,Service,0 days 00:04:37,799.3234867,173.09492,31.13166667,0,0,0,0,6.2416,12,5.666666667,0.666666667,0.938333333,3.834738333,-4.008065,0.59447,164.7095333,5.057348333,1,1,3.942011667,0.112361667,0,0,0.00361,0.0034,0.043311667,0.002406667
Conditioning - High End Volume,Outside Backs,0 days 00:04:31,426.20029,94.34776,300.86001,250.93001,230.24,0,0,8.33023,4,0,4,0,4.61952,-2.05608,0.2822,76.48687,1.3557,1,4,2.15257,1.11002,0.9258,0,0.01476,0.0019,0.01476,0.01476
Conditioning - Individual,Outside Backs,0 days 00:04:39,464.15714,99.81874,344.06,108.1,18.72,0,0,7.54629,6,3,4,1.68,4.56998,-4.39176,0.30252,84.4032,11.11162,0,3,2.36777,1.23319,0.38746,0,0.01075,0.00203,0.02151,0.01434
Conditioning - Modified,Outside Backs,0 days 00:04:42,444.3244,94.5304,277.27,143.09,57.18,0,0,7.7381,4,0,4,0,4.35364,-2.33191,0.24916,70.2689,-9.25609,0,0,2.16501,0.98316,0.50738,0,0,0.00183,0.01418,0.01418
